2.590000000000000080e-01 1.245185975100793289e-24 0.000000000000000000e+00
2.590999999999999970e-01 1.245842785388380101e-24 0.000000000000000000e+00
2.591999999999999860e-01 1.247107569009313714e-24 0.000000000000000000e+00
2.593000000000000305e-01 1.249762806038941713e-24 0.000000000000000000e+00
2.594000000000000195e-01 1.251274369816665704e-24 0.000000000000000000e+00
2.595000000000000084e-01 1.252432817168623523e-24 0.000000000000000000e+00
2.595999999999999974e-01 1.253254719708198783e-24 0.000000000000000000e+00
2.596999999999999864e-01 1.254094767409391204e-24 0.000000000000000000e+00
2.598000000000000309e-01 1.254661751687885684e-24 0.000000000000000000e+00
2.599000000000000199e-01 1.256400147205549630e-24 0.000000000000000000e+00
2.600000000000000089e-01 1.257917052144991229e-24 0.000000000000000000e+00
2.600999999999999979e-01 1.258021534087610733e-24 0.000000000000000000e+00
2.601999999999999869e-01 1.257990920070176073e-24 0.000000000000000000e+00
2.603000000000000314e-01 1.258099342661164888e-24 0.000000000000000000e+00
2.604000000000000203e-01 1.259806176591179972e-24 0.000000000000000000e+00
2.605000000000000093e-01 1.259938925357807388e-24 0.000000000000000000e+00
2.605999999999999983e-01 1.259618294487267637e-24 0.000000000000000000e+00
2.606999999999999873e-01 1.260058545729771945e-24 0.000000000000000000e+00
2.608000000000000318e-01 1.259388194319817572e-24 0.000000000000000000e+00
2.609000000000000208e-01 1.258094328834006247e-24 0.000000000000000000e+00
2.610000000000000098e-01 1.258424963899440604e-24 0.000000000000000000e+00
2.610999999999999988e-01 1.258895607141253138e-24 0.000000000000000000e+00
2.611999999999999877e-01 1.256587282470563914e-24 0.000000000000000000e+00
2.613000000000000322e-01 1.255169058953743758e-24 0.000000000000000000e+00
2.614000000000000212e-01 1.253619702158049707e-24 0.000000000000000000e+00
2.615000000000000102e-01 1.250679848265644141e-24 0.000000000000000000e+00
2.615999999999999992e-01 1.247386431986813507e-24 0.000000000000000000e+00
2.616999999999999882e-01 1.245048686555977641e-24 0.000000000000000000e+00
2.618000000000000327e-01 1.243486865936287575e-24 0.000000000000000000e+00
2.619000000000000217e-01 1.238687092613027440e-24 0.000000000000000000e+00
2.620000000000000107e-01 1.234609995753380202e-24 0.000000000000000000e+00
2.620999999999999996e-01 1.231104994433076744e-24 0.000000000000000000e+00
2.621999999999999886e-01 1.226114912367076249e-24 0.000000000000000000e+00
2.623000000000000331e-01 1.220295959982802785e-24 0.000000000000000000e+00
2.624000000000000221e-01 1.215057096059355813e-24 0.000000000000000000e+00
2.625000000000000111e-01 1.209084255460805831e-24 0.000000000000000000e+00
2.626000000000000001e-01 1.200969981587034914e-24 0.000000000000000000e+00
2.626999999999999891e-01 1.191372495483134827e-24 0.000000000000000000e+00
2.628000000000000336e-01 1.181819893376552764e-24 0.000000000000000000e+00
2.629000000000000226e-01 1.175425824192067332e-24 0.000000000000000000e+00
2.630000000000000115e-01 1.163016148366463200e-24 0.000000000000000000e+00
2.631000000000000005e-01 1.141311832266254497e-24 0.000000000000000000e+00
2.631999999999999895e-01 1.114496275484565368e-24 0.000000000000000000e+00
2.633000000000000340e-01 1.070364031290866153e-24 0.000000000000000000e+00
2.634000000000000230e-01 9.956047607596081144e-25 0.000000000000000000e+00
2.635000000000000120e-01 9.553819550901522774e-25 0.000000000000000000e+00
2.636000000000000010e-01 9.632994610787230360e-25 0.000000000000000000e+00
2.636999999999999900e-01 9.547610469134312737e-25 0.000000000000000000e+00
2.638000000000000345e-01 9.494399281158259871e-25 0.000000000000000000e+00
2.639000000000000234e-01 9.614950269805646415e-25 0.000000000000000000e+00
2.640000000000000124e-01 9.700354268959100703e-25 0.000000000000000000e+00
2.641000000000000014e-01 1.073404469405262907e-24 0.000000000000000000e+00
2.641999999999999904e-01 1.311407908437719752e-24 0.000000000000000000e+00
2.643000000000000349e-01 1.288014274393421295e-24 0.000000000000000000e+00
2.644000000000000239e-01 1.050205225496637036e-24 0.000000000000000000e+00
2.645000000000000129e-01 1.045771968792750143e-24 0.000000000000000000e+00
2.646000000000000019e-01 1.150058355886612854e-24 0.000000000000000000e+00
2.646999999999999909e-01 1.333802623942485749e-24 0.000000000000000000e+00
2.648000000000000353e-01 1.365126073500137909e-24 0.000000000000000000e+00
2.649000000000000243e-01 9.061661694438124595e-25 0.000000000000000000e+00
2.650000000000000133e-01 2.744149128840383086e-25 0.000000000000000000e+00
2.651000000000000023e-01 7.617683427714379327e-26 0.000000000000000000e+00
2.651999999999999913e-01 2.611166742673486200e-25 0.000000000000000000e+00
2.653000000000000358e-01 4.715811443549630758e-25 0.000000000000000000e+00
2.654000000000000248e-01 1.006899380120105370e-24 0.000000000000000000e+00
2.655000000000000138e-01 1.546326753503592412e-24 0.000000000000000000e+00
2.656000000000000028e-01 1.735039159398141799e-24 0.000000000000000000e+00
2.656999999999999917e-01 2.120971715167684645e-24 0.000000000000000000e+00
2.658000000000000362e-01 1.871222578773826774e-24 0.000000000000000000e+00
2.659000000000000252e-01 1.078331829174690997e-24 0.000000000000000000e+00
2.660000000000000142e-01 7.283094763120519995e-25 0.000000000000000000e+00
2.661000000000000032e-01 7.149892293874908146e-25 0.000000000000000000e+00
2.661999999999999922e-01 9.000919739947760561e-25 0.000000000000000000e+00
2.663000000000000367e-01 1.139858295109325370e-24 0.000000000000000000e+00
2.664000000000000257e-01 1.681201100905363228e-24 0.000000000000000000e+00
2.665000000000000147e-01 2.617795126148013585e-24 0.000000000000000000e+00
2.666000000000000036e-01 3.076784144602680168e-24 0.000000000000000000e+00
2.666999999999999926e-01 2.239890303456599013e-24 0.000000000000000000e+00
2.668000000000000371e-01 4.168259156493745747e-25 0.000000000000000000e+00
2.669000000000000261e-01 -9.400313244711345737e-25 0.000000000000000000e+00
2.670000000000000151e-01 -1.323759699711473298e-24 0.000000000000000000e+00
2.671000000000000041e-01 -1.073292814641021141e-24 0.000000000000000000e+00
2.671999999999999931e-01 7.217672098245881916e-25 0.000000000000000000e+00
2.673000000000000376e-01 2.678017726238781119e-24 0.000000000000000000e+00
2.674000000000000266e-01 3.516986879663999418e-24 0.000000000000000000e+00
2.675000000000000155e-01 2.867810285599993674e-24 0.000000000000000000e+00
2.676000000000000045e-01 9.868855278110819983e-25 0.000000000000000000e+00
2.676999999999999935e-01 -3.497257486009863962e-25 0.000000000000000000e+00
2.678000000000000380e-01 -8.210197854235297608e-25 0.000000000000000000e+00
2.679000000000000270e-01 -5.558018054028120226e-25 0.000000000000000000e+00
2.680000000000000160e-01 -3.129284022620754320e-26 0.000000000000000000e+00
2.681000000000000050e-01 4.493025266934247783e-25 0.000000000000000000e+00
2.681999999999999940e-01 9.871744373705968883e-25 0.000000000000000000e+00
2.683000000000000385e-01 1.408853620506316360e-24 0.000000000000000000e+00
2.684000000000000274e-01 1.162517646050864484e-24 0.000000000000000000e+00
2.685000000000000164e-01 7.695056807809635240e-25 0.000000000000000000e+00
